2017,0.0
1998,0.004541701073492981
2004,0.004259896729776248
1993,0.0014057507987220448
2011,0.007375776397515528
2010,0.007478401727861771
2012,0.0041155200304500905
2007,0.0076459757201260805
2001,0.0029954417191230733
1995,0.0017151187719749593
1992,0.0012558869701726845
1997,0.0030669895076674736
2014,0.003042383550146874
1991,0.0010193679918450561
2006,0.0058367071524966264
1990,0.0047619047619047615
1994,0.0016666666666666668
2002,0.004108662026295437
2009,0.00676007866273353
2008,0.006997971602434078
2003,0.004295302013422819
1996,0.0025859096655556834
1999,0.005092581147561247
2016,0.001042535446205171
2005,0.005290392338585109
2000,0.004234417344173441
2015,0.0019586240665932183
2013,0.003601895734597156
