2017,346
1998,1211
2004,1660
1993,313
2011,5888
2010,4630
2012,7006
2007,2913
2001,1355
1995,507
1992,245
1997,885
2014,7149
1991,218
2006,2470
1990,15
1994,350
2002,1293
2009,3616
2008,2958
2003,1490
1996,791
1999,2129
2016,2398
2005,1992
2000,1968
2015,5446
2013,7385
